id,rate,name
01001,0.8534329999796322,Autauga County
01003,0.8361354545856166,Baldwin County
01005,0.8471072533084507,Barbour County
01007,0.8668809071395355,Bibb County
01009,0.8672939150388145,Blount County
01011,0.8825619860102618,Bullock County
01013,0.8542621171931517,Butler County
01015,0.8238718851920371,Calhoun County
01017,0.8276971606215897,Chambers County
01019,0.8610185287566936,Cherokee County
01021,0.8533753178331156,Chilton County
01023,0.8835600866656989,Choctaw County
01025,0.8500127000254001,Clarke County
01027,0.8677331526907494,Clay County
01029,0.8855963366405328,Cleburne County
01031,0.8505024645600091,Coffee County
01033,0.8156142145795009,Colbert County
01035,0.872702125774769,Conecuh County
01037,0.8773781073450896,Coosa County
01039,0.8280450586874233,Covington County
01041,0.8717813254279047,Crenshaw County
01043,0.8614288560523482,Cullman County
01045,0.8414607977065726,Dale County
01047,0.8286838406799396,Dallas County
01049,0.8648135834478129,DeKalb County
01051,0.8344076862552604,Elmore County
01053,0.8512741008907552,Escambia County
01055,0.8257263201621703,Etowah County
01057,0.8690217828148863,Fayette County
01059,0.8519776843929289,Franklin County
01061,0.8781349304792618,Geneva County
01063,0.8547396256254809,Greene County
01065,0.8515812737273435,Hale County
01067,0.8723406387477578,Henry County
01069,0.831710837503558,Houston County
01071,0.8357510316240012,Jackson County
01073,0.8004586405392601,Jefferson County
01075,0.8619790430753476,Lamar County
01077,0.8332590221189592,Lauderdale County
01079,0.8750518435351635,Lawrence County
01081,0.8428817461551584,Lee County
01083,0.8354710679841801,Limestone County
01085,0.8965162699341261,Lowndes County
01087,0.8372298519768232,Macon County
01089,0.8217416637007031,Madison County
01091,0.8615004378211679,Marengo County
01093,0.8542064926337195,Marion County
01095,0.8275776551553103,Marshall County
01097,0.8304499089967612,Mobile County
01099,0.8570644499772976,Monroe County
01101,0.8120460821663028,Montgomery County
01103,0.8258977823148186,Morgan County
01105,0.8857350434947269,Perry County
01107,0.8798588162015331,Pickens County
01109,0.8507954756088163,Pike County
01111,0.8664183883764482,Randolph County
01113,0.8402695272504878,Russell County
01115,0.8513352861954938,St. Clair County
01117,0.8344225054242133,Shelby County
01119,0.8727992163892303,Sumter County
01121,0.8340108184923267,Talladega County
01123,0.846779932054435,Tallapoosa County
01125,0.8272409757720552,Tuscaloosa County
01127,0.8417574638634304,Walker County
01129,0.8936580956122453,Washington County
01131,0.8911431202358909,Wilcox County
01133,0.8674845784183959,Winston County
02013,0.40308763808086967,Aleutians East Borough
02016,0.701951207569804,Aleutians West Census Area
02020,0.7999398946360153,Anchorage Municipality
02050,0.6421846457386993,Bethel Census Area
02060,,Bristol Bay Borough
02068,0.7797510400736685,Denali Borough
02070,0.7329620381021856,Dillingham Census Area
02090,0.8252633587799849,Fairbanks North Star Borough
02100,0.6675071555131524,Haines Borough
02105,0.774593848327233,Hoonah-Angoon Census Area
02110,0.7618442139410685,Juneau City and Borough
02122,0.8166107891070477,Kenai Peninsula Borough
02130,0.776724075916146,Ketchikan Gateway Borough
02150,0.7087695189180299,Kodiak Island Borough
02158,0.5374814396987218,Kusilvak Census Area
02164,0.5518664752333093,Lake and Peninsula Borough
02170,0.816828192346029,Matanuska-Susitna Borough
02180,0.44189220863378786,Nome Census Area
02185,0.7658876013579865,North Slope Borough
02188,0.27798415449144603,Northwest Arctic Borough
02195,0.6283126042612497,Petersburg Borough
02198,0.5977363567128253,Prince of Wales-Hyder Census Area
02220,0.6980718400954945,Sitka City and Borough
02230,0.7490059797752106,Skagway Municipality
02240,0.828281565005978,Southeast Fairbanks Census Area
02261,0.7657593176895577,Valdez-Cordova Census Area
02275,0.4864935637696739,Wrangell City and Borough
02282,0.6545768566493955,Yakutat City and Borough
02290,0.5423748928594976,Yukon-Koyukuk Census Area
04001,0.8341971571283091,Apache County
04003,0.7813613682033049,Cochise County
04005,0.802903236970547,Coconino County
